congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
103,4349,4608,Democrat,Republican,-0.4728,0.4198,0.8926,1
103,4349,4641,Democrat,Republican,-0.4728,0.4562,0.929,1
103,4349,4642,Democrat,Republican,-0.4728,0.3794,0.8522,1
103,4349,4672,Democrat,Republican,-0.4728,0.1823,0.6551,1
103,4349,4673,Democrat,Republican,-0.4728,0.4188,0.8916,4
103,4349,4676,Democrat,Republican,-0.4728,0.2572,0.73,3
103,4349,4684,Democrat,Republican,-0.4728,0.2867,0.7595,1
103,4349,4691,Democrat,Republican,-0.4728,0.3557,0.8285,3
103,4349,4698,Democrat,Republican,-0.4728,0.5075,0.9803,3
103,4349,4709,Democrat,Republican,-0.4728,0.472,0.9448,1
103,4349,4739,Democrat,Republican,-0.4728,0.2121,0.6849,1
103,4349,4763,Democrat,Republican,-0.4728,0.4403,0.9131,1
103,4350,4618,Democrat,Republican,-0.4273,0.0472,0.4745,1
103,4350,4733,Democrat,Republican,-0.4273,0.2478,0.6751,2
103,4350,4762,Democrat,Republican,-0.4273,0.4399,0.8672,13
103,4350,4776,Democrat,Republican,-0.4273,0.4527,0.88,3
103,4351,4623,Democrat,Republican,-0.6043,0.2656,0.8699,2
103,4351,4649,Democrat,Republican,-0.6043,0.1839,0.7882,2
103,4351,4671,Democrat,Republican,-0.6043,0.4381,1.0424,1
103,4351,4723,Democrat,Republican,-0.6043,0.3679,0.9722,2
103,4351,4757,Democrat,Republican,-0.6043,0.1973,0.8016,1
103,4352,4618,Democrat,Republican,-0.3543,0.0472,0.4015,5
103,4352,4625,Democrat,Republican,-0.3543,0.4049,0.7592,1
103,4352,4654,Democrat,Republican,-0.3543,0.4348,0.7891,4
103,4352,4663,Democrat,Republican,-0.3543,0.3017,0.656,1
103,4352,4673,Democrat,Republican,-0.3543,0.4188,0.7731,1
103,4352,4701,Democrat,Republican,-0.3543,0.2538,0.6081,8
103,4352,4714,Democrat,Republican,-0.3543,0.405,0.7593,4
103,4352,4726,Democrat,Republican,-0.3543,0.0099,0.3642,2
103,4352,4737,Democrat,Republican,-0.3543,0.2764,0.6307,1
103,4352,4741,Democrat,Republican,-0.3543,0.4231,0.7774,4
103,4352,4751,Democrat,Republican,-0.3543,0.4886,0.8429,1
103,4352,4761,Democrat,Republican,-0.3543,0.2228,0.5771,1
103,4352,4765,Democrat,Republican,-0.3543,0.2536,0.6079,1
103,4352,4767,Democrat,Republican,-0.3543,0.2325,0.5868,3
103,4352,4771,Democrat,Republican,-0.3543,0.3667,0.721,1
103,4352,4777,Democrat,Republican,-0.3543,0.3623,0.7166,4
103,4353,4631,Democrat,Republican,-0.3899,0.192,0.5819,3
103,4353,4633,Democrat,Republican,-0.3899,0.4083,0.7982,3
103,4353,4641,Democrat,Republican,-0.3899,0.4562,0.8461,1
103,4353,4648,Democrat,Republican,-0.3899,0.3611,0.751,1
103,4353,4655,Democrat,Republican,-0.3899,0.4438,0.8337,2
103,4353,4672,Democrat,Republican,-0.3899,0.1823,0.5722,3
103,4353,4681,Democrat,Republican,-0.3899,0.3391,0.729,2
