congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
114,9124,9330,Democrat,Republican,-0.4188,0.5928,1.0116,3
114,9124,9348,Democrat,Republican,-0.4188,0.6052,1.024,2
114,9124,9383,Democrat,Republican,-0.4188,0.4305,0.8493,2
114,9124,9401,Democrat,Republican,-0.4188,0.6022,1.021,2
114,9124,9404,Democrat,Republican,-0.4188,0.522,0.9408,1
114,9124,9410,Democrat,Republican,-0.4188,0.658,1.0768,1
114,9124,9437,Democrat,Republican,-0.4188,0.55,0.9688,6
114,9124,9438,Democrat,Republican,-0.4188,0.5306,0.9494,1
114,9124,9459,Democrat,Republican,-0.4188,0.631,1.0498,1
114,9124,9477,Democrat,Republican,-0.4188,0.5636,0.9824,1
114,9124,9541,Democrat,Republican,-0.4188,0.5686,0.9874,1
114,9125,9352,Democrat,Republican,-0.3667,0.5818,0.9485,2
114,9125,9389,Democrat,Republican,-0.3667,0.6294,0.9961,1
114,9125,9424,Democrat,Republican,-0.3667,0.55,0.9167,9
114,9125,9476,Democrat,Republican,-0.3667,0.5428,0.9095,1
114,9125,9481,Democrat,Republican,-0.3667,0.5908,0.9575,2
114,9125,9506,Democrat,Republican,-0.3667,0.6262,0.9929,1
114,9125,9515,Democrat,Republican,-0.3667,0.5581,0.9248,3
114,9125,9530,Democrat,Republican,-0.3667,0.5268,0.8935,4
114,9126,9425,Democrat,Republican,-0.4143,0.6156,1.0299,1
114,9126,9432,Democrat,Republican,-0.4143,0.4678,0.8821,6
114,9126,9482,Democrat,Republican,-0.4143,0.5021,0.9164,3
114,9126,9514,Democrat,Republican,-0.4143,0.5183,0.9326,3
114,9126,9525,Democrat,Republican,-0.4143,0.4598,0.8741,4
114,9126,9533,Democrat,Republican,-0.4143,0.4073,0.8216,1
114,9127,9313,Democrat,Republican,-0.3698,0.6338,1.0036,3
114,9127,9327,Democrat,Republican,-0.3698,0.4706,0.8404,1
114,9127,9340,Democrat,Republican,-0.3698,0.5418,0.9116,1
114,9127,9355,Democrat,Republican,-0.3698,0.352,0.7218,1
114,9127,9356,Democrat,Republican,-0.3698,0.582,0.9518,1
114,9127,9411,Democrat,Republican,-0.3698,0.537,0.9068,2
114,9127,9433,Democrat,Republican,-0.3698,0.5155,0.8853,1
114,9127,9438,Democrat,Republican,-0.3698,0.5306,0.9004,3
114,9127,9439,Democrat,Republican,-0.3698,0.6119,0.9817,1
114,9127,9456,Democrat,Republican,-0.3698,0.4763,0.8461,1
114,9127,9508,Democrat,Republican,-0.3698,0.6033,0.9731,2
114,9128,9371,Democrat,Republican,-0.4917,0.409,0.9007,3
114,9128,9483,Democrat,Republican,-0.4917,0.4174,0.9091,1
114,9129,9317,Democrat,Republican,-0.3698,0.5152,0.885,1
114,9129,9349,Democrat,Republican,-0.3698,0.593,0.9628,3
114,9129,9368,Democrat,Republican,-0.3698,0.6562,1.026,1
114,9129,9409,Democrat,Republican,-0.3698,0.5061,0.8759,5
114,9129,9456,Democrat,Republican,-0.3698,0.4763,0.8461,1
114,9129,9536,Democrat,Republican,-0.3698,0.4993,0.8691,2
114,9130,9313,Democrat,Republican,-0.3325,0.6338,0.9663,4
114,9130,9322,Democrat,Republican,-0.3325,0.5047,0.8372,2
114,9130,9344,Democrat,Republican,-0.3325,0.5787,0.9112,1
114,9130,9356,Democrat,Republican,-0.3325,0.582,0.9145,2
114,9130,9366,Democrat,Republican,-0.3325,0.4094,0.7419,3
114,9130,9382,Democrat,Republican,-0.3325,0.4471,0.7796,2
114,9130,9387,Democrat,Republican,-0.3325,0.4708,0.8033,1
114,9130,9399,Democrat,Republican,-0.3325,0.4936,0.8261,3
114,9130,9415,Democrat,Republican,-0.3325,0.4335,0.766,5
114,9130,9433,Democrat,Republican,-0.3325,0.5155,0.848,7
114,9130,9458,Democrat,Republican,-0.3325,0.5446,0.8771,2
114,9130,9466,Democrat,Republican,-0.3325,0.4313,0.7638,1
114,9130,9468,Democrat,Republican,-0.3325,0.3782,0.7107,1
114,9130,9487,Democrat,Republican,-0.3325,0.5259,0.8584,2
114,9130,9492,Democrat,Republican,-0.3325,0.5361,0.8686,2
114,9130,9497,Democrat,Republican,-0.3325,0.6481,0.9806,3
114,9130,9498,Democrat,Republican,-0.3325,0.6033,0.9358,1
114,9131,9321,Democrat,Republican,-0.3126,0.5009,0.8135,3
114,9131,9336,Democrat,Republican,-0.3126,0.5237,0.8363,6
