congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
108,6517,6724,Democrat,Republican,-0.2492,0.2307,0.4799,1
108,6517,6742,Democrat,Republican,-0.2492,0.4238,0.673,1
108,6517,6763,Democrat,Republican,-0.2492,0.4873,0.7365,5
108,6517,6771,Democrat,Republican,-0.2492,0.4571,0.7063,1
108,6517,6788,Democrat,Republican,-0.2492,0.3558,0.605,1
108,6517,6804,Democrat,Republican,-0.2492,0.6139,0.8631,2
108,6517,6833,Democrat,Republican,-0.2492,0.354,0.6032,1
108,6517,6837,Democrat,Republican,-0.2492,0.5454,0.7946,4
108,6517,6855,Democrat,Republican,-0.2492,0.4621,0.7113,2
108,6517,6895,Democrat,Republican,-0.2492,0.3949,0.6441,1
108,6517,6904,Democrat,Republican,-0.2492,0.4171,0.6663,5
108,6517,6927,Democrat,Republican,-0.2492,0.4619,0.7111,1
108,6518,6760,Democrat,Republican,-0.3963,0.4745,0.8708,2
108,6518,6762,Democrat,Republican,-0.3963,0.442,0.8383,1
108,6518,6807,Democrat,Republican,-0.3963,0.3763,0.7726,4
108,6518,6823,Democrat,Republican,-0.3963,0.3802,0.7765,3
108,6518,6909,Democrat,Republican,-0.3963,0.3809,0.7772,1
108,6518,6916,Democrat,Republican,-0.3963,0.3417,0.738,2
108,6518,6920,Democrat,Republican,-0.3963,0.4571,0.8534,2
108,6518,6925,Democrat,Republican,-0.3963,0.273,0.6693,2
108,6519,6736,Democrat,Republican,-0.6668,0.5069,1.1737,3
108,6519,6785,Democrat,Republican,-0.6668,0.523,1.1898,2
108,6519,6828,Democrat,Republican,-0.6668,0.4589,1.1257,1
108,6519,6846,Democrat,Republican,-0.6668,0.5002,1.167,2
108,6519,6847,Democrat,Republican,-0.6668,0.4685,1.1353,5
108,6519,6945,Democrat,Republican,-0.6668,0.2949,0.9617,2
108,6520,6725,Democrat,Republican,-0.3778,0.4141,0.7919,2
108,6520,6784,Democrat,Republican,-0.3778,0.4356,0.8134,4
108,6520,6787,Democrat,Republican,-0.3778,0.5498,0.9276,1
108,6520,6811,Democrat,Republican,-0.3778,0.5006,0.8784,1
108,6520,6851,Democrat,Republican,-0.3778,0.3569,0.7347,4
