congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
104,4783,4995,Democrat,Republican,-0.566,0.331,0.897,4
104,4783,5041,Democrat,Republican,-0.566,0.4524,1.0184,1
104,4783,5055,Democrat,Republican,-0.566,0.2723,0.8383,1
104,4783,5058,Democrat,Republican,-0.566,0.402,0.968,2
104,4783,5064,Democrat,Republican,-0.566,0.2592,0.8252,1
104,4783,5066,Democrat,Republican,-0.566,0.3785,0.9445,3
104,4783,5096,Democrat,Republican,-0.566,0.3637,0.9297,11
104,4783,5097,Democrat,Republican,-0.566,0.4934,1.0594,1
104,4783,5098,Democrat,Republican,-0.566,0.2822,0.8482,3
104,4783,5147,Democrat,Republican,-0.566,0.3869,0.9529,5
104,4783,5178,Democrat,Republican,-0.566,0.2054,0.7714,1
104,4783,5203,Democrat,Republican,-0.566,0.4157,0.9817,1
104,4784,4995,Democrat,Republican,-0.4876,0.331,0.8186,2
104,4784,5025,Democrat,Republican,-0.4876,0.6391,1.1267,5
104,4784,5033,Democrat,Republican,-0.4876,0.4768,0.9644,3
104,4784,5039,Democrat,Republican,-0.4876,0.5705,1.0581,1
104,4784,5085,Democrat,Republican,-0.4876,0.5004,0.988,2
104,4784,5114,Democrat,Republican,-0.4876,0.2526,0.7402,1
104,4784,5167,Democrat,Republican,-0.4876,0.3471,0.8347,2
104,4784,5177,Democrat,Republican,-0.4876,0.2633,0.7509,2
104,4784,5195,Democrat,Republican,-0.4876,0.2061,0.6937,3
104,4784,5200,Democrat,Republican,-0.4876,0.4972,0.9848,5
104,4785,4990,Democrat,Republican,-0.0769,0.6512,0.7281,3
104,4785,4995,Democrat,Republican,-0.0769,0.331,0.4079,2
104,4785,5004,Democrat,Republican,-0.0769,0.3653,0.4422,3
104,4785,5006,Democrat,Republican,-0.0769,0.2662,0.3431,1
104,4785,5022,Democrat,Republican,-0.0769,0.3228,0.3997,4
104,4785,5024,Democrat,Republican,-0.0769,0.2321,0.309,1
