congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
112,8254,8473,Democrat,Republican,-0.4974,0.4607,0.9581,4
112,8254,8477,Democrat,Republican,-0.4974,0.5337,1.0311,3
112,8254,8492,Democrat,Republican,-0.4974,0.4326,0.93,1
112,8254,8565,Democrat,Republican,-0.4974,0.3081,0.8055,5
112,8255,8455,Democrat,Republican,-0.3891,0.4209,0.81,2
112,8255,8485,Democrat,Republican,-0.3891,0.6985,1.0876,1
112,8255,8491,Democrat,Republican,-0.3891,0.634,1.0231,7
112,8255,8505,Democrat,Republican,-0.3891,0.3965,0.7856,3
112,8255,8506,Democrat,Republican,-0.3891,0.4925,0.8816,2
112,8255,8537,Democrat,Republican,-0.3891,0.5775,0.9666,3
112,8255,8560,Democrat,Republican,-0.3891,0.6247,1.0138,1
112,8255,8561,Democrat,Republican,-0.3891,0.4839,0.873,1
112,8255,8578,Democrat,Republican,-0.3891,0.4312,0.8203,5
112,8255,8581,Democrat,Republican,-0.3891,0.5357,0.9248,1
112,8255,8646,Democrat,Republican,-0.3891,0.3427,0.7318,3
112,8255,8658,Democrat,Republican,-0.3891,0.6683,1.0574,7
112,8256,8455,Democrat,Republican,-0.2644,0.4209,0.6853,1
112,8256,8493,Democrat,Republican,-0.2644,0.5098,0.7742,6
112,8256,8498,Democrat,Republican,-0.2644,0.6288,0.8932,1
112,8256,8511,Democrat,Republican,-0.2644,0.5203,0.7847,1
112,8256,8577,Democrat,Republican,-0.2644,0.5215,0.7859,4
112,8256,8603,Democrat,Republican,-0.2644,0.7527,1.0171,9
112,8256,8650,Democrat,Republican,-0.2644,0.4187,0.6831,4
112,8256,8670,Democrat,Republican,-0.2644,0.5919,0.8563,1
112,8256,8679,Democrat,Republican,-0.2644,0.5581,0.8225,1
112,8256,8686,Democrat,Republican,-0.2644,0.5494,0.8138,1
112,8257,8462,Democrat,Republican,-0.2934,0.3254,0.6188,3
112,8257,8484,Democrat,Republican,-0.2934,0.4008,0.6942,1
112,8257,8488,Democrat,Republican,-0.2934,0.4314,0.7248,2
112,8257,8526,Democrat,Republican,-0.2934,0.425,0.7184,1
112,8257,8575,Democrat,Republican,-0.2934,0.507,0.8004,4
112,8257,8589,Democrat,Republican,-0.2934,0.457,0.7504,1
112,8257,8599,Democrat,Republican,-0.2934,0.4238,0.7172,5
112,8257,8601,Democrat,Republican,-0.2934,0.4854,0.7788,1
112,8257,8649,Democrat,Republican,-0.2934,0.5422,0.8356,2
112,8257,8676,Democrat,Republican,-0.2934,0.6012,0.8946,1
112,8257,8680,Democrat,Republican,-0.2934,0.3756,0.669,3
112,8258,8450,Democrat,Republican,-0.3782,0.5499,0.9281,1
112,8258,8471,Democrat,Republican,-0.3782,0.5132,0.8914,2
112,8258,8520,Democrat,Republican,-0.3782,0.6216,0.9998,1
112,8258,8546,Democrat,Republican,-0.3782,0.6934,1.0716,1
112,8258,8550,Democrat,Republican,-0.3782,0.4919,0.8701,1
112,8258,8561,Democrat,Republican,-0.3782,0.4839,0.8621,3
112,8258,8602,Democrat,Republican,-0.3782,0.4514,0.8296,8
112,8258,8636,Democrat,Republican,-0.3782,0.4149,0.7931,4
112,8259,8471,Democrat,Republican,-0.4307,0.5132,0.9439,1
112,8259,8479,Democrat,Republican,-0.4307,0.7193,1.15,5
112,8259,8569,Democrat,Republican,-0.4307,0.5601,0.9908,2
112,8259,8575,Democrat,Republican,-0.4307,0.507,0.9377,1
112,8259,8614,Democrat,Republican,-0.4307,0.505,0.9357,1
112,8259,8634,Democrat,Republican,-0.4307,0.6232,1.0539,5
112,8259,8652,Democrat,Republican,-0.4307,0.5705,1.0012,7
112,8259,8670,Democrat,Republican,-0.4307,0.5919,1.0226,3
112,8260,8448,Democrat,Republican,-0.3745,0.7189,1.0934,4
112,8260,8500,Democrat,Republican,-0.3745,0.6158,0.9903,1
112,8260,8505,Democrat,Republican,-0.3745,0.3965,0.771,1
112,8260,8514,Democrat,Republican,-0.3745,0.5632,0.9377,5
112,8260,8527,Democrat,Republican,-0.3745,0.4908,0.8653,1
112,8260,8585,Democrat,Republican,-0.3745,0.4961,0.8706,4
112,8260,8610,Democrat,Republican,-0.3745,0.4508,0.8253,3
112,8260,8625,Democrat,Republican,-0.3745,0.612,0.9865,1
112,8260,8642,Democrat,Republican,-0.3745,0.4507,0.8252,1
112,8260,8646,Democrat,Republican,-0.3745,0.3427,0.7172,2
112,8261,8451,Democrat,Republican,-0.4493,0.362,0.8113,5
112,8261,8469,Democrat,Republican,-0.4493,0.4112,0.8605,1
