congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
105,5217,5424,Democrat,Republican,-0.3594,0.4109,0.7703,5
105,5217,5428,Democrat,Republican,-0.3594,0.418,0.7774,1
105,5217,5440,Democrat,Republican,-0.3594,0.414,0.7734,3
105,5217,5462,Democrat,Republican,-0.3594,0.486,0.8454,1
105,5217,5513,Democrat,Republican,-0.3594,0.4838,0.8432,3
105,5217,5553,Democrat,Republican,-0.3594,0.4027,0.7621,2
105,5217,5555,Democrat,Republican,-0.3594,0.4136,0.773,3
105,5217,5567,Democrat,Republican,-0.3594,0.5288,0.8882,1
105,5217,5613,Democrat,Republican,-0.3594,0.5239,0.8833,3
105,5217,5619,Democrat,Republican,-0.3594,0.459,0.8184,2
105,5217,5626,Democrat,Republican,-0.3594,0.4102,0.7696,1
105,5218,5425,Democrat,Republican,-0.4432,0.4022,0.8454,3
105,5218,5431,Democrat,Republican,-0.4432,0.3514,0.7946,3
105,5218,5490,Democrat,Republican,-0.4432,0.3816,0.8248,2
105,5218,5495,Democrat,Republican,-0.4432,0.4631,0.9063,1
105,5218,5514,Democrat,Republican,-0.4432,0.4459,0.8891,2
105,5218,5570,Democrat,Republican,-0.4432,0.3202,0.7634,1
105,5218,5586,Democrat,Republican,-0.4432,0.3476,0.7908,3
105,5218,5588,Democrat,Republican,-0.4432,0.1461,0.5893,3
105,5219,5446,Democrat,Republican,-0.444,0.3978,0.8418,1
105,5219,5484,Democrat,Republican,-0.444,0.4237,0.8677,2
105,5219,5491,Democrat,Republican,-0.444,0.3789,0.8229,3
105,5219,5532,Democrat,Republican,-0.444,0.3451,0.7891,3
105,5219,5548,Democrat,Republican,-0.444,0.4669,0.9109,1
105,5219,5571,Democrat,Republican,-0.444,0.4197,0.8637,1
105,5220,5425,Democrat,Republican,-0.5159,0.4022,0.9181,8
105,5220,5431,Democrat,Republican,-0.5159,0.3514,0.8673,4
105,5220,5438,Democrat,Republican,-0.5159,0.5384,1.0543,4
105,5220,5449,Democrat,Republican,-0.5159,0.452,0.9679,1
105,5220,5457,Democrat,Republican,-0.5159,0.3571,0.873,3
105,5220,5472,Democrat,Republican,-0.5159,0.4582,0.9741,5
105,5220,5480,Democrat,Republican,-0.5159,0.5299,1.0458,3
105,5220,5484,Democrat,Republican,-0.5159,0.4237,0.9396,4
105,5220,5508,Democrat,Republican,-0.5159,0.1668,0.6827,1
105,5220,5517,Democrat,Republican,-0.5159,0.4705,0.9864,9
105,5220,5565,Democrat,Republican,-0.5159,0.4231,0.939,2
105,5221,5427,Democrat,Republican,-0.2026,0.5164,0.719,1
105,5221,5449,Democrat,Republican,-0.2026,0.452,0.6546,1
105,5221,5451,Democrat,Republican,-0.2026,0.3758,0.5784,1
105,5221,5459,Democrat,Republican,-0.2026,0.3164,0.519,7
105,5221,5495,Democrat,Republican,-0.2026,0.4631,0.6657,3
105,5221,5499,Democrat,Republican,-0.2026,0.2006,0.4032,1
105,5221,5504,Democrat,Republican,-0.2026,0.2818,0.4844,3
105,5221,5507,Democrat,Republican,-0.2026,0.3149,0.5175,1
105,5221,5511,Democrat,Republican,-0.2026,0.4336,0.6362,5
105,5221,5520,Democrat,Republican,-0.2026,0.2697,0.4723,2
105,5221,5537,Democrat,Republican,-0.2026,0.3144,0.517,2
105,5221,5550,Democrat,Republican,-0.2026,0.5528,0.7554,1
105,5221,5556,Democrat,Republican,-0.2026,0.2749,0.4775,2
105,5221,5569,Democrat,Republican,-0.2026,0.4473,0.6499,5
105,5221,5576,Democrat,Republican,-0.2026,0.2243,0.4269,6
105,5221,5584,Democrat,Republican,-0.2026,0.4591,0.6617,1
105,5221,5592,Democrat,Republican,-0.2026,0.3946,0.5972,1
105,5221,5622,Democrat,Republican,-0.2026,0.2421,0.4447,2
105,5221,5634,Democrat,Republican,-0.2026,0.4498,0.6524,3
105,5221,5644,Democrat,Republican,-0.2026,0.5559,0.7585,1
105,5221,5647,Democrat,Republican,-0.2026,0.3592,0.5618,2
105,5222,5430,Democrat,Republican,-0.3886,0.2426,0.6312,3
105,5222,5436,Democrat,Republican,-0.3886,0.3587,0.7473,5
105,5222,5458,Democrat,Republican,-0.3886,0.3922,0.7808,4
105,5222,5501,Democrat,Republican,-0.3886,0.4903,0.8789,5
105,5222,5513,Democrat,Republican,-0.3886,0.4838,0.8724,2
105,5222,5521,Democrat,Republican,-0.3886,0.3454,0.734,1
105,5222,5538,Democrat,Republican,-0.3886,0.3846,0.7732,1
105,5222,5584,Democrat,Republican,-0.3886,0.4591,0.8477,1
105,5222,5592,Democrat,Republican,-0.3886,0.3946,0.7832,1
105,5222,5615,Democrat,Republican,-0.3886,0.3689,0.7575,2
105,5223,5439,Democrat,Republican,-0.4136,0.4542,0.8678,1
105,5223,5495,Democrat,Republican,-0.4136,0.4631,0.8767,2
105,5223,5509,Democrat,Republican,-0.4136,0.3973,0.8109,4
105,5223,5520,Democrat,Republican,-0.4136,0.2697,0.6833,1
105,5223,5527,Democrat,Republican,-0.4136,0.5319,0.9455,1
105,5223,5529,Democrat,Republican,-0.4136,0.4021,0.8157,6
105,5223,5587,Democrat,Republican,-0.4136,0.3556,0.7692,1
105,5223,5631,Democrat,Republican,-0.4136,0.346,0.7596,2
105,5223,5645,Democrat,Republican,-0.4136,0.4961,0.9097,1
105,5224,5467,Democrat,Republican,-0.4875,0.4494,0.9369,6
105,5224,5516,Democrat,Republican,-0.4875,0.2681,0.7556,1
105,5224,5517,Democrat,Republican,-0.4875,0.4705,0.958,1
105,5224,5527,Democrat,Republican,-0.4875,0.5319,1.0194,4
105,5224,5547,Democrat,Republican,-0.4875,0.6236,1.1111,1
105,5224,5630,Democrat,Republican,-0.4875,0.4567,0.9442,2
105,5225,5429,Democrat,Republican,-0.0818,0.3429,0.4247,2
105,5225,5432,Democrat,Republican,-0.0818,0.3583,0.4401,1
105,5225,5437,Democrat,Republican,-0.0818,0.4143,0.4961,1
105,5225,5444,Democrat,Republican,-0.0818,0.3659,0.4477,1
105,5225,5450,Democrat,Republican,-0.0818,0.2793,0.3611,2
105,5225,5452,Democrat,Republican,-0.0818,0.4311,0.5129,1
105,5225,5455,Democrat,Republican,-0.0818,0.5176,0.5994,2
105,5225,5457,Democrat,Republican,-0.0818,0.3571,0.4389,5
105,5225,5484,Democrat,Republican,-0.0818,0.4237,0.5055,1
105,5225,5499,Democrat,Republican,-0.0818,0.2006,0.2824,3
105,5225,5506,Democrat,Republican,-0.0818,0.5042,0.586,1
105,5225,5525,Democrat,Republican,-0.0818,0.3344,0.4162,1
105,5225,5550,Democrat,Republican,-0.0818,0.5528,0.6346,1
105,5225,5555,Democrat,Republican,-0.0818,0.4136,0.4954,2
105,5225,5558,Democrat,Republican,-0.0818,0.5249,0.6067,2
105,5225,5575,Democrat,Republican,-0.0818,0.322,0.4038,8
105,5225,5590,Democrat,Republican,-0.0818,0.574,0.6558,6
105,5225,5591,Democrat,Republican,-0.0818,0.3647,0.4465,2
105,5225,5603,Democrat,Republican,-0.0818,0.3986,0.4804,1
105,5225,5610,Democrat,Republican,-0.0818,0.4238,0.5056,3
105,5225,5612,Democrat,Republican,-0.0818,0.5967,0.6785,1
105,5225,5616,Democrat,Republican,-0.0818,0.1646,0.2464,1
105,5225,5626,Democrat,Republican,-0.0818,0.4102,0.492,4
105,5225,5630,Democrat,Republican,-0.0818,0.4567,0.5385,3
105,5225,5634,Democrat,Republican,-0.0818,0.4498,0.5316,5
105,5225,5638,Democrat,Republican,-0.0818,0.3192,0.401,1
