congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
101,3480,3747,Democrat,Republican,-0.1698,0.0831,0.2529,1
101,3480,3750,Democrat,Republican,-0.1698,0.1661,0.3359,2
101,3480,3751,Democrat,Republican,-0.1698,0.2709,0.4407,4
101,3480,3752,Democrat,Republican,-0.1698,0.3788,0.5486,2
101,3480,3760,Democrat,Republican,-0.1698,0.3374,0.5072,4
101,3480,3763,Democrat,Republican,-0.1698,0.2441,0.4139,2
101,3480,3772,Democrat,Republican,-0.1698,0.2813,0.4511,2
101,3480,3777,Democrat,Republican,-0.1698,0.1239,0.2937,1
101,3480,3793,Democrat,Republican,-0.1698,0.3703,0.5401,1
101,3480,3796,Democrat,Republican,-0.1698,0.3016,0.4714,2
101,3480,3815,Democrat,Republican,-0.1698,0.1908,0.3606,3
101,3480,3817,Democrat,Republican,-0.1698,0.2948,0.4646,1
101,3480,3829,Democrat,Republican,-0.1698,0.4795,0.6493,5
101,3480,3831,Democrat,Republican,-0.1698,0.3161,0.4859,1
101,3480,3834,Democrat,Republican,-0.1698,0.1721,0.3419,1
101,3480,3840,Democrat,Republican,-0.1698,0.3034,0.4732,4
101,3480,3857,Democrat,Republican,-0.1698,0.1753,0.3451,2
101,3480,3886,Democrat,Republican,-0.1698,0.4033,0.5731,2
101,3480,3900,Democrat,Republican,-0.1698,0.3848,0.5546,1
101,3480,3905,Democrat,Republican,-0.1698,0.5305,0.7003,3
101,3480,3910,Democrat,Republican,-0.1698,0.2531,0.4229,4
101,3481,3747,Democrat,Republican,-0.3893,0.0831,0.4724,3
101,3481,3751,Democrat,Republican,-0.3893,0.2709,0.6602,7
101,3481,3767,Democrat,Republican,-0.3893,0.2249,0.6142,4
101,3481,3804,Democrat,Republican,-0.3893,0.3588,0.7481,4
101,3481,3847,Democrat,Republican,-0.3893,0.4687,0.858,1
101,3481,3867,Democrat,Republican,-0.3893,0.3777,0.767,3
101,3481,3877,Democrat,Republican,-0.3893,0.4521,0.8414,5
101,3481,3889,Democrat,Republican,-0.3893,0.3569,0.7462,1
101,3481,3894,Democrat,Republican,-0.3893,0.1149,0.5042,1
101,3481,3903,Democrat,Republican,-0.3893,0.537,0.9263,3
101,3481,3906,Democrat,Republican,-0.3893,0.302,0.6913,1
101,3482,3796,Democrat,Republican,-0.6884,0.3016,0.99,8
101,3482,3809,Democrat,Republican,-0.6884,0.4173,1.1057,10
101,3482,3820,Democrat,Republican,-0.6884,0.2003,0.8887,2
101,3482,3823,Democrat,Republican,-0.6884,0.3347,1.0231,1
101,3482,3851,Democrat,Republican,-0.6884,0.2781,0.9665,3
101,3482,3854,Democrat,Republican,-0.6884,0.2094,0.8978,3
101,3482,3869,Democrat,Republican,-0.6884,0.3565,1.0449,1
101,3482,3900,Democrat,Republican,-0.6884,0.3848,1.0732,3
101,3482,3914,Democrat,Republican,-0.6884,0.2403,0.9287,5
101,3483,3741,Democrat,Republican,-0.397,0.2557,0.6527,2
101,3483,3785,Democrat,Republican,-0.397,0.3948,0.7918,4
101,3483,3790,Democrat,Republican,-0.397,0.4938,0.8908,4
101,3483,3835,Democrat,Republican,-0.397,0.2255,0.6225,1
101,3483,3837,Democrat,Republican,-0.397,0.486,0.883,6
101,3483,3850,Democrat,Republican,-0.397,0.1709,0.5679,1
101,3483,3888,Democrat,Republican,-0.397,0.3209,0.7179,1
101,3483,3895,Democrat,Republican,-0.397,0.2936,0.6906,1
101,3483,3911,Democrat,Republican,-0.397,0.173,0.57,2
101,3484,3750,Democrat,Republican,-0.3583,0.1661,0.5244,1
101,3484,3783,Democrat,Republican,-0.3583,0.217,0.5753,2
101,3484,3821,Democrat,Republican,-0.3583,0.2928,0.6511,3
101,3484,3834,Democrat,Republican,-0.3583,0.1721,0.5304,1
101,3484,3836,Democrat,Republican,-0.3583,0.2931,0.6514,1
101,3484,3875,Democrat,Republican,-0.3583,0.2528,0.6111,4
101,3485,3742,Democrat,Republican,-0.4814,0.4015,0.8829,2
101,3485,3751,Democrat,Republican,-0.4814,0.2709,0.7523,1
101,3485,3791,Democrat,Republican,-0.4814,0.4092,0.8906,5
101,3485,3801,Democrat,Republican,-0.4814,0.1762,0.6576,4
101,3485,3819,Democrat,Republican,-0.4814,0.2931,0.7745,4
101,3485,3831,Democrat,Republican,-0.4814,0.3161,0.7975,8
101,3485,3901,Democrat,Republican,-0.4814,0.2744,0.7558,1
101,3485,3905,Democrat,Republican,-0.4814,0.5305,1.0119,7
101,3486,3754,Democrat,Republican,-0.417,0.2871,0.7041,5
101,3486,3755,Democrat,Republican,-0.417,0.2583,0.6753,4
101,3486,3775,Democrat,Republican,-0.417,0.131,0.548,3
101,3486,3806,Democrat,Republican,-0.417,0.4006,0.8176,1
101,3486,3816,Democrat,Republican,-0.417,0.1284,0.5454,1
101,3486,3823,Democrat,Republican,-0.417,0.3347,0.7517,3
101,3486,3825,Democrat,Republican,-0.417,0.2609,0.6779,2
101,3486,3841,Democrat,Republican,-0.417,0.2675,0.6845,1
101,3486,3850,Democrat,Republican,-0.417,0.1709,0.5879,1
101,3486,3868,Democrat,Republican,-0.417,0.5351,0.9521,9
101,3486,3870,Democrat,Republican,-0.417,0.4575,0.8745,1
101,3487,3740,Democrat,Republican,-0.1511,0.1809,0.332,2
