congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
100,3045,3318,Democrat,Republican,-0.2485,0.2121,0.4606,3
100,3045,3341,Democrat,Republican,-0.2485,0.4147,0.6632,5
100,3045,3358,Democrat,Republican,-0.2485,0.0746,0.3231,2
100,3045,3419,Democrat,Republican,-0.2485,0.1749,0.4234,1
100,3045,3422,Democrat,Republican,-0.2485,0.3207,0.5692,1
100,3045,3427,Democrat,Republican,-0.2485,0.3603,0.6088,7
100,3045,3440,Democrat,Republican,-0.2485,0.3651,0.6136,1
100,3045,3441,Democrat,Republican,-0.2485,0.3475,0.596,2
100,3045,3448,Democrat,Republican,-0.2485,0.2334,0.4819,1
100,3045,3449,Democrat,Republican,-0.2485,0.2835,0.532,2
100,3045,3451,Democrat,Republican,-0.2485,0.2727,0.5212,2
100,3045,3473,Democrat,Republican,-0.2485,0.3363,0.5848,2
100,3046,3363,Democrat,Republican,-0.6217,0.1147,0.7364,4
100,3046,3452,Democrat,Republican,-0.6217,0.1794,0.8011,3
100,3046,3463,Democrat,Republican,-0.6217,0.3488,0.9705,1
100,3047,3328,Democrat,Republican,-0.1885,0.2593,0.4478,1
100,3047,3349,Democrat,Republican,-0.1885,0.4115,0.6,6
100,3047,3372,Democrat,Republican,-0.1885,0.1866,0.3751,7
100,3047,3418,Democrat,Republican,-0.1885,0.3549,0.5434,5
100,3047,3435,Democrat,Republican,-0.1885,0.6027,0.7912,1
100,3047,3453,Democrat,Republican,-0.1885,0.3147,0.5032,2
100,3047,3455,Democrat,Republican,-0.1885,-0.0215,0.167,1
100,3047,3459,Democrat,Republican,-0.1885,0.3323,0.5208,2
100,3047,3466,Democrat,Republican,-0.1885,0.1696,0.3581,1
100,3048,3309,Democrat,Republican,-0.3904,0.5413,0.9317,2
100,3048,3342,Democrat,Republican,-0.3904,0.3009,0.6913,3
100,3048,3351,Democrat,Republican,-0.3904,0.2677,0.6581,2
100,3048,3378,Democrat,Republican,-0.3904,0.2143,0.6047,4
100,3048,3385,Democrat,Republican,-0.3904,0.4627,0.8531,2
100,3048,3419,Democrat,Republican,-0.3904,0.1749,0.5653,1
100,3048,3420,Democrat,Republican,-0.3904,0.2661,0.6565,2
100,3048,3436,Democrat,Republican,-0.3904,0.4367,0.8271,1
100,3048,3446,Democrat,Republican,-0.3904,0.1931,0.5835,1
100,3048,3455,Democrat,Republican,-0.3904,-0.0215,0.3689,2
100,3048,3456,Democrat,Republican,-0.3904,0.5764,0.9668,2
100,3049,3315,Democrat,Republican,-0.2876,0.2866,0.5742,4
100,3049,3323,Democrat,Republican,-0.2876,0.1441,0.4317,3
100,3049,3332,Democrat,Republican,-0.2876,0.1445,0.4321,1
100,3049,3362,Democrat,Republican,-0.2876,0.1275,0.4151,1
100,3049,3363,Democrat,Republican,-0.2876,0.1147,0.4023,1
100,3049,3365,Democrat,Republican,-0.2876,0.2449,0.5325,4
100,3049,3373,Democrat,Republican,-0.2876,0.5041,0.7917,1
100,3049,3400,Democrat,Republican,-0.2876,0.2815,0.5691,6
100,3049,3403,Democrat,Republican,-0.2876,0.3535,0.6411,1
100,3049,3415,Democrat,Republican,-0.2876,0.264,0.5516,5
100,3049,3419,Democrat,Republican,-0.2876,0.1749,0.4625,1
100,3049,3432,Democrat,Republican,-0.2876,0.4915,0.7791,2
100,3049,3439,Democrat,Republican,-0.2876,0.1754,0.463,4
100,3049,3450,Democrat,Republican,-0.2876,0.2804,0.568,2
100,3049,3456,Democrat,Republican,-0.2876,0.5764,0.864,6
100,3050,3330,Democrat,Republican,-0.1834,0.4302,0.6136,2
100,3050,3334,Democrat,Republican,-0.1834,0.3989,0.5823,7
100,3050,3344,Democrat,Republican,-0.1834,0.4776,0.661,4
100,3050,3345,Democrat,Republican,-0.1834,0.2142,0.3976,1
