congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
110,7385,7630,Democrat,Republican,-0.4199,0.5148,0.9347,2
110,7385,7653,Democrat,Republican,-0.4199,0.4744,0.8943,1
110,7385,7661,Democrat,Republican,-0.4199,0.6008,1.0207,4
110,7385,7678,Democrat,Republican,-0.4199,0.1631,0.583,1
110,7385,7716,Democrat,Republican,-0.4199,0.5387,0.9586,3
110,7385,7722,Democrat,Republican,-0.4199,0.6066,1.0265,1
110,7385,7768,Democrat,Republican,-0.4199,0.3283,0.7482,1
110,7385,7780,Democrat,Republican,-0.4199,0.3973,0.8172,1
110,7385,7787,Democrat,Republican,-0.4199,0.4893,0.9092,3
110,7385,7791,Democrat,Republican,-0.4199,0.49,0.9099,1
110,7385,7800,Democrat,Republican,-0.4199,0.3186,0.7385,5
110,7386,7624,Democrat,Republican,-0.3636,0.4156,0.7792,2
110,7386,7638,Democrat,Republican,-0.3636,0.4482,0.8118,1
110,7386,7647,Democrat,Republican,-0.3636,0.3152,0.6788,4
110,7386,7680,Democrat,Republican,-0.3636,0.4029,0.7665,2
110,7386,7705,Democrat,Republican,-0.3636,0.413,0.7766,2
110,7386,7709,Democrat,Republican,-0.3636,0.416,0.7796,7
110,7386,7713,Democrat,Republican,-0.3636,0.4582,0.8218,2
110,7386,7739,Democrat,Republican,-0.3636,0.4985,0.8621,5
110,7386,7768,Democrat,Republican,-0.3636,0.3283,0.6919,2
110,7386,7779,Democrat,Republican,-0.3636,0.46,0.8236,2
110,7386,7799,Democrat,Republican,-0.3636,0.4927,0.8563,2
110,7386,7810,Democrat,Republican,-0.3636,0.3108,0.6744,4
110,7387,7644,Democrat,Republican,-0.4266,0.4807,0.9073,2
110,7387,7688,Democrat,Republican,-0.4266,0.5278,0.9544,2
110,7387,7739,Democrat,Republican,-0.4266,0.4985,0.9251,2
110,7387,7801,Democrat,Republican,-0.4266,0.4066,0.8332,1
110,7387,7808,Democrat,Republican,-0.4266,0.6316,1.0582,3
110,7388,7629,Democrat,Republican,-0.3636,0.3386,0.7022,1
110,7388,7661,Democrat,Republican,-0.3636,0.6008,0.9644,3
110,7388,7665,Democrat,Republican,-0.3636,0.5586,0.9222,3
110,7388,7723,Democrat,Republican,-0.3636,0.4945,0.8581,4
110,7388,7730,Democrat,Republican,-0.3636,0.4947,0.8583,6
110,7388,7741,Democrat,Republican,-0.3636,0.5424,0.906,4
110,7388,7753,Democrat,Republican,-0.3636,0.5513,0.9149,2
110,7388,7814,Democrat,Republican,-0.3636,0.445,0.8086,3
110,7389,7705,Democrat,Republican,-0.3511,0.413,0.7641,1
110,7389,7725,Democrat,Republican,-0.3511,0.6241,0.9752,4
110,7389,7743,Democrat,Republican,-0.3511,0.4245,0.7756,3
110,7389,7752,Democrat,Republican,-0.3511,0.5079,0.859,1
110,7389,7801,Democrat,Republican,-0.3511,0.4066,0.7577,3
110,7390,7627,Democrat,Republican,-0.3117,0.577,0.8887,1
110,7390,7649,Democrat,Republican,-0.3117,0.3922,0.7039,2
110,7390,7718,Democrat,Republican,-0.3117,0.5837,0.8954,1
110,7390,7719,Democrat,Republican,-0.3117,0.4536,0.7653,3
110,7390,7725,Democrat,Republican,-0.3117,0.6241,0.9358,1
110,7390,7735,Democrat,Republican,-0.3117,0.4904,0.8021,1
110,7390,7742,Democrat,Republican,-0.3117,0.4676,0.7793,7
110,7390,7791,Democrat,Republican,-0.3117,0.49,0.8017,2
110,7390,7792,Democrat,Republican,-0.3117,0.4102,0.7219,1
110,7391,7620,Democrat,Republican,-0.2667,0.5147,0.7814,2
110,7391,7634,Democrat,Republican,-0.2667,0.542,0.8087,3
110,7391,7640,Democrat,Republican,-0.2667,0.3191,0.5858,1
110,7391,7649,Democrat,Republican,-0.2667,0.3922,0.6589,1
110,7391,7658,Democrat,Republican,-0.2667,0.292,0.5587,6
110,7391,7699,Democrat,Republican,-0.2667,0.5192,0.7859,1
110,7391,7705,Democrat,Republican,-0.2667,0.413,0.6797,1
110,7391,7707,Democrat,Republican,-0.2667,0.6187,0.8854,1
110,7391,7712,Democrat,Republican,-0.2667,0.3627,0.6294,1
110,7391,7719,Democrat,Republican,-0.2667,0.4536,0.7203,1
110,7391,7726,Democrat,Republican,-0.2667,0.354,0.6207,1
110,7391,7757,Democrat,Republican,-0.2667,0.3959,0.6626,2
110,7391,7758,Democrat,Republican,-0.2667,0.684,0.9507,9
110,7391,7763,Democrat,Republican,-0.2667,0.3897,0.6564,4
110,7391,7765,Democrat,Republican,-0.2667,0.6092,0.8759,9
110,7391,7810,Democrat,Republican,-0.2667,0.3108,0.5775,7
110,7392,7619,Democrat,Republican,-0.3872,0.3645,0.7517,1
110,7392,7620,Democrat,Republican,-0.3872,0.5147,0.9019,1
110,7392,7626,Democrat,Republican,-0.3872,0.5543,0.9415,1
110,7392,7632,Democrat,Republican,-0.3872,0.4049,0.7921,3
110,7392,7648,Democrat,Republican,-0.3872,0.6599,1.0471,4
110,7392,7703,Democrat,Republican,-0.3872,0.4222,0.8094,1
110,7392,7721,Democrat,Republican,-0.3872,0.4649,0.8521,2
110,7392,7742,Democrat,Republican,-0.3872,0.4676,0.8548,2
110,7392,7778,Democrat,Republican,-0.3872,0.3903,0.7775,3
110,7392,7795,Democrat,Republican,-0.3872,0.4865,0.8737,3
110,7393,7621,Democrat,Republican,-0.5258,0.4094,0.9352,1
110,7393,7637,Democrat,Republican,-0.5258,0.3834,0.9092,3
110,7393,7716,Democrat,Republican,-0.5258,0.5387,1.0645,2
110,7393,7717,Democrat,Republican,-0.5258,0.4172,0.943,1
110,7393,7726,Democrat,Republican,-0.5258,0.354,0.8798,1
110,7393,7734,Democrat,Republican,-0.5258,0.4802,1.006,2
110,7393,7741,Democrat,Republican,-0.5258,0.5424,1.0682,2
110,7394,7745,Democrat,Republican,-0.4295,0.5139,0.9434,1
110,7394,7771,Democrat,Republican,-0.4295,0.5584,0.9879,2
110,7394,7801,Democrat,Republican,-0.4295,0.4066,0.8361,1
110,7394,7806,Democrat,Republican,-0.4295,0.4311,0.8606,1
110,7395,7642,Democrat,Republican,-0.3906,0.4879,0.8785,1
110,7395,7649,Democrat,Republican,-0.3906,0.3922,0.7828,4
110,7395,7654,Democrat,Republican,-0.3906,0.5225,0.9131,5
110,7395,7679,Democrat,Republican,-0.3906,0.4183,0.8089,2
