congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
99,2610,2880,Democrat,Republican,-0.1615,0.2966,0.4581,1
99,2610,2887,Democrat,Republican,-0.1615,0.2542,0.4157,1
99,2610,2912,Democrat,Republican,-0.1615,0.3648,0.5263,2
99,2610,2913,Democrat,Republican,-0.1615,0.2286,0.3901,2
99,2610,2922,Democrat,Republican,-0.1615,0.4131,0.5746,1
99,2610,2924,Democrat,Republican,-0.1615,0.312,0.4735,1
99,2610,2939,Democrat,Republican,-0.1615,0.1151,0.2766,2
99,2610,2940,Democrat,Republican,-0.1615,0.2709,0.4324,1
99,2610,2946,Democrat,Republican,-0.1615,0.1765,0.338,3
99,2610,2949,Democrat,Republican,-0.1615,0.2966,0.4581,1
99,2610,2979,Democrat,Republican,-0.1615,0.3879,0.5494,1
99,2610,2996,Democrat,Republican,-0.1615,0.3297,0.4912,7
99,2610,3002,Democrat,Republican,-0.1615,0.2125,0.374,1
99,2610,3008,Democrat,Republican,-0.1615,0.1266,0.2881,2
99,2610,3009,Democrat,Republican,-0.1615,0.4553,0.6168,5
99,2610,3032,Democrat,Republican,-0.1615,0.2377,0.3992,1
99,2610,3034,Democrat,Republican,-0.1615,0.1972,0.3587,1
99,2611,2863,Democrat,Republican,-0.2488,0.1822,0.431,1
99,2611,2868,Democrat,Republican,-0.2488,0.2092,0.458,3
99,2611,2869,Democrat,Republican,-0.2488,0.3869,0.6357,2
99,2611,2876,Democrat,Republican,-0.2488,0.2063,0.4551,1
99,2611,2883,Democrat,Republican,-0.2488,0.2441,0.4929,2
99,2611,2913,Democrat,Republican,-0.2488,0.2286,0.4774,1
99,2611,2917,Democrat,Republican,-0.2488,0.2981,0.5469,2
99,2611,2926,Democrat,Republican,-0.2488,0.3515,0.6003,4
99,2611,2947,Democrat,Republican,-0.2488,0.3307,0.5795,2
99,2611,2949,Democrat,Republican,-0.2488,0.2966,0.5454,1
99,2611,2950,Democrat,Republican,-0.2488,0.1162,0.365,5
99,2611,2960,Democrat,Republican,-0.2488,0.1817,0.4305,4
99,2611,2961,Democrat,Republican,-0.2488,0.2169,0.4657,1
99,2611,2962,Democrat,Republican,-0.2488,0.2439,0.4927,1
99,2611,2966,Democrat,Republican,-0.2488,0.2876,0.5364,1
99,2611,2975,Democrat,Republican,-0.2488,0.4339,0.6827,3
99,2611,2976,Democrat,Republican,-0.2488,0.3332,0.582,1
99,2611,2980,Democrat,Republican,-0.2488,0.345,0.5938,5
99,2611,2984,Democrat,Republican,-0.2488,0.3561,0.6049,1
99,2611,2995,Democrat,Republican,-0.2488,0.201,0.4498,2
99,2611,3043,Democrat,Republican,-0.2488,0.2467,0.4955,1
99,2612,2865,Democrat,Republican,-0.4993,0.3711,0.8704,3
99,2612,2868,Democrat,Republican,-0.4993,0.2092,0.7085,1
99,2612,2891,Democrat,Republican,-0.4993,0.3377,0.837,4
99,2612,2897,Democrat,Republican,-0.4993,0.0595,0.5588,1
99,2612,2901,Democrat,Republican,-0.4993,0.3143,0.8136,2
99,2612,2936,Democrat,Republican,-0.4993,0.5041,1.0034,4
99,2612,2942,Democrat,Republican,-0.4993,0.2617,0.761,4
99,2612,2950,Democrat,Republican,-0.4993,0.1162,0.6155,1
99,2612,2964,Democrat,Republican,-0.4993,0.1879,0.6872,2
99,2612,3035,Democrat,Republican,-0.4993,0.3274,0.8267,1
99,2612,3040,Democrat,Republican,-0.4993,0.2942,0.7935,2
99,2613,2893,Democrat,Republican,-0.3682,0.416,0.7842,1
99,2613,2900,Democrat,Republican,-0.3682,0.3559,0.7241,1
99,2613,2922,Democrat,Republican,-0.3682,0.4131,0.7813,1
99,2613,2953,Democrat,Republican,-0.3682,0.3783,0.7465,3
99,2613,2972,Democrat,Republican,-0.3682,0.3114,0.6796,1
99,2613,2979,Democrat,Republican,-0.3682,0.3879,0.7561,1
99,2613,3019,Democrat,Republican,-0.3682,0.2636,0.6318,1
99,2613,3022,Democrat,Republican,-0.3682,0.2621,0.6303,2
99,2613,3034,Democrat,Republican,-0.3682,0.1972,0.5654,3
99,2614,2873,Democrat,Republican,-0.3409,0.0591,0.4,1
99,2614,2892,Democrat,Republican,-0.3409,0.0537,0.3946,1
99,2614,2897,Democrat,Republican,-0.3409,0.0595,0.4004,1
99,2614,2940,Democrat,Republican,-0.3409,0.2709,0.6118,5
99,2614,2947,Democrat,Republican,-0.3409,0.3307,0.6716,1
99,2614,2949,Democrat,Republican,-0.3409,0.2966,0.6375,3
99,2614,3007,Democrat,Republican,-0.3409,0.3808,0.7217,1
99,2614,3014,Democrat,Republican,-0.3409,0.1454,0.4863,1
99,2614,3018,Democrat,Republican,-0.3409,-0.034,0.3069,3
99,2614,3024,Democrat,Republican,-0.3409,0.4642,0.8051,1
99,2615,2866,Democrat,Republican,-0.2562,0.2815,0.5377,6
99,2615,2872,Democrat,Republican,-0.2562,0.3773,0.6335,1
99,2615,2884,Democrat,Republican,-0.2562,0.3772,0.6334,2
99,2615,2897,Democrat,Republican,-0.2562,0.0595,0.3157,1
99,2615,2908,Democrat,Republican,-0.2562,0.1787,0.4349,3
99,2615,2909,Democrat,Republican,-0.2562,0.2637,0.5199,1
99,2615,2919,Democrat,Republican,-0.2562,0.3323,0.5885,2
99,2615,2939,Democrat,Republican,-0.2562,0.1151,0.3713,2
99,2615,2948,Democrat,Republican,-0.2562,-0.0539,0.2023,2
99,2615,2949,Democrat,Republican,-0.2562,0.2966,0.5528,1
99,2615,2972,Democrat,Republican,-0.2562,0.3114,0.5676,7
99,2615,2983,Democrat,Republican,-0.2562,0.4116,0.6678,2
99,2615,2987,Democrat,Republican,-0.2562,0.3047,0.5609,4
99,2615,2995,Democrat,Republican,-0.2562,0.201,0.4572,2
99,2615,2997,Democrat,Republican,-0.2562,0.3522,0.6084,1
99,2615,2998,Democrat,Republican,-0.2562,0.1648,0.421,1
99,2616,2863,Democrat,Republican,-0.2464,0.1822,0.4286,1
99,2616,2866,Democrat,Republican,-0.2464,0.2815,0.5279,1
99,2616,2878,Democrat,Republican,-0.2464,0.2365,0.4829,1
