congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
118,10863,11092,Democrat,Republican,-0.461,0.5803,1.0413,4
118,10863,11186,Democrat,Republican,-0.461,0.4542,0.9152,2
118,10863,11232,Democrat,Republican,-0.461,0.4958,0.9568,1
118,10864,11132,Democrat,Republican,-0.4873,0.5863,1.0736,1
118,10864,11257,Democrat,Republican,-0.4873,0.2989,0.7862,4
118,10865,11135,Democrat,Republican,-0.4642,0.5666,1.0308,8
118,10865,11206,Democrat,Republican,-0.4642,0.5457,1.0099,1
118,10865,11214,Democrat,Republican,-0.4642,0.6031,1.0673,9
118,10865,11272,Democrat,Republican,-0.4642,0.5041,0.9683,1
118,10865,11280,Democrat,Republican,-0.4642,0.4598,0.924,3
118,10866,11082,Democrat,Republican,-0.3378,0.7092,1.047,2
118,10866,11093,Democrat,Republican,-0.3378,0.5443,0.8821,2
118,10866,11115,Democrat,Republican,-0.3378,0.5393,0.8771,5
118,10866,11126,Democrat,Republican,-0.3378,0.6328,0.9706,1
118,10866,11127,Democrat,Republican,-0.3378,0.4563,0.7941,3
118,10866,11128,Democrat,Republican,-0.3378,0.4501,0.7879,2
118,10866,11144,Democrat,Republican,-0.3378,0.6738,1.0116,1
118,10866,11175,Democrat,Republican,-0.3378,0.6108,0.9486,3
118,10866,11190,Democrat,Republican,-0.3378,0.3912,0.729,1
118,10867,11107,Democrat,Republican,-0.4453,0.598,1.0433,2
118,10867,11113,Democrat,Republican,-0.4453,0.553,0.9983,2
118,10867,11217,Democrat,Republican,-0.4453,0.6516,1.0969,4
118,10867,11224,Democrat,Republican,-0.4453,0.3971,0.8424,1
118,10867,11255,Democrat,Republican,-0.4453,0.522,0.9673,8
118,10867,11286,Democrat,Republican,-0.4453,0.4829,0.9282,1
118,10868,11131,Democrat,Republican,-0.526,0.405,0.931,1
118,10868,11190,Democrat,Republican,-0.526,0.3912,0.9172,1
118,10868,11195,Democrat,Republican,-0.526,0.5182,1.0442,1
118,10868,11205,Democrat,Republican,-0.526,0.6756,1.2016,2
118,10868,11232,Democrat,Republican,-0.526,0.4958,1.0218,3
118,10868,11272,Democrat,Republican,-0.526,0.5041,1.0301,3
118,10869,11142,Democrat,Republican,-0.519,0.6853,1.2043,4
118,10869,11244,Democrat,Republican,-0.519,0.5709,1.0899,1
118,10870,11124,Democrat,Republican,-0.4106,0.5789,0.9895,1
118,10870,11237,Democrat,Republican,-0.4106,0.4292,0.8398,4
118,10870,11255,Democrat,Republican,-0.4106,0.522,0.9326,1
118,10870,11256,Democrat,Republican,-0.4106,0.6071,1.0177,1
118,10870,11289,Democrat,Republican,-0.4106,0.4778,0.8884,7
118,10871,11086,Democrat,Republican,-0.3522,0.547,0.8992,3
118,10871,11105,Democrat,Republican,-0.3522,0.6124,0.9646,1
118,10871,11116,Democrat,Republican,-0.3522,0.595,0.9472,2
118,10871,11184,Democrat,Republican,-0.3522,0.5141,0.8663,4
118,10871,11251,Democrat,Republican,-0.3522,0.6681,1.0203,2
118,10871,11254,Democrat,Republican,-0.3522,0.6125,0.9647,4
118,10871,11259,Democrat,Republican,-0.3522,0.5077,0.8599,3
118,10871,11280,Democrat,Republican,-0.3522,0.4598,0.812,1
118,10872,11082,Democrat,Republican,-0.4366,0.7092,1.1458,1
118,10872,11094,Democrat,Republican,-0.4366,0.565,1.0016,3
118,10872,11116,Democrat,Republican,-0.4366,0.595,1.0316,3
118,10872,11174,Democrat,Republican,-0.4366,0.5201,0.9567,4
118,10872,11197,Democrat,Republican,-0.4366,0.374,0.8106,4
118,10872,11232,Democrat,Republican,-0.4366,0.4958,0.9324,1
118,10873,11157,Democrat,Republican,-0.4028,0.5129,0.9157,2
118,10873,11163,Democrat,Republican,-0.4028,0.3713,0.7741,2
118,10873,11217,Democrat,Republican,-0.4028,0.6516,1.0544,1
118,10873,11246,Democrat,Republican,-0.4028,0.5427,0.9455,5
118,10873,11261,Democrat,Republican,-0.4028,0.4991,0.9019,2
118,10873,11276,Democrat,Republican,-0.4028,0.6214,1.0242,2
118,10873,11295,Democrat,Republican,-0.4028,0.387,0.7898,1
118,10874,11100,Democrat,Republican,-0.4094,0.5317,0.9411,6
118,10874,11107,Democrat,Republican,-0.4094,0.598,1.0074,1
118,10874,11163,Democrat,Republican,-0.4094,0.3713,0.7807,3
118,10874,11174,Democrat,Republican,-0.4094,0.5201,0.9295,2
118,10874,11184,Democrat,Republican,-0.4094,0.5141,0.9235,2
118,10874,11203,Democrat,Republican,-0.4094,0.4888,0.8982,1
118,10875,11083,Democrat,Republican,-0.3422,0.5997,0.9419,2
118,10875,11153,Democrat,Republican,-0.3422,0.4374,0.7796,3
118,10875,11241,Democrat,Republican,-0.3422,0.5301,0.8723,2
118,10875,11250,Democrat,Republican,-0.3422,0.5263,0.8685,2
118,10875,11255,Democrat,Republican,-0.3422,0.522,0.8642,1
118,10875,11261,Democrat,Republican,-0.3422,0.4991,0.8413,1
118,10875,11264,Democrat,Republican,-0.3422,0.4242,0.7664,2
118,10875,11276,Democrat,Republican,-0.3422,0.6214,0.9636,1
118,10875,11280,Democrat,Republican,-0.3422,0.4598,0.802,2
118,10875,11291,Democrat,Republican,-0.3422,0.6177,0.9599,2
118,10876,11283,Democrat,Republican,-0.6218,0.5216,1.1434,2
118,10877,11085,Democrat,Republican,-0.4046,0.6717,1.0763,1
118,10877,11155,Democrat,Republican,-0.4046,0.4545,0.8591,2
118,10877,11158,Democrat,Republican,-0.4046,0.5344,0.939,1
118,10877,11160,Democrat,Republican,-0.4046,0.7161,1.1207,1
118,10877,11168,Democrat,Republican,-0.4046,0.6386,1.0432,5
118,10877,11221,Democrat,Republican,-0.4046,0.4651,0.8697,1
118,10877,11224,Democrat,Republican,-0.4046,0.3971,0.8017,4
118,10877,11231,Democrat,Republican,-0.4046,0.5779,0.9825,1
118,10877,11246,Democrat,Republican,-0.4046,0.5427,0.9473,1
118,10877,11260,Democrat,Republican,-0.4046,0.4522,0.8568,1
118,10877,11283,Democrat,Republican,-0.4046,0.5216,0.9262,7
118,10878,11149,Democrat,Republican,-0.3783,0.4325,0.8108,2
118,10878,11194,Democrat,Republican,-0.3783,0.4933,0.8716,6
118,10878,11296,Democrat,Republican,-0.3783,0.4369,0.8152,1
118,10879,11092,Democrat,Republican,-0.5711,0.5803,1.1514,4
