congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
102,3915,4194,Democrat,Republican,-0.5424,0.071,0.6134,2
102,3915,4214,Democrat,Republican,-0.5424,0.1362,0.6786,2
102,3915,4228,Democrat,Republican,-0.5424,0.3983,0.9407,1
102,3915,4255,Democrat,Republican,-0.5424,0.3769,0.9193,3
102,3915,4264,Democrat,Republican,-0.5424,0.3164,0.8588,1
102,3915,4277,Democrat,Republican,-0.5424,0.2812,0.8236,1
102,3915,4291,Democrat,Republican,-0.5424,0.4085,0.9509,2
102,3915,4300,Democrat,Republican,-0.5424,0.2589,0.8013,1
102,3915,4310,Democrat,Republican,-0.5424,0.2966,0.839,2
102,3915,4327,Democrat,Republican,-0.5424,0.2815,0.8239,2
102,3915,4330,Democrat,Republican,-0.5424,0.3038,0.8462,1
102,3916,4199,Democrat,Republican,-0.3665,0.0041,0.3706,2
102,3916,4206,Democrat,Republican,-0.3665,0.278,0.6445,1
102,3916,4221,Democrat,Republican,-0.3665,0.0749,0.4414,1
102,3916,4236,Democrat,Republican,-0.3665,0.2144,0.5809,1
102,3916,4243,Democrat,Republican,-0.3665,0.2822,0.6487,3
102,3916,4262,Democrat,Republican,-0.3665,0.317,0.6835,6
102,3916,4264,Democrat,Republican,-0.3665,0.3164,0.6829,1
102,3916,4266,Democrat,Republican,-0.3665,0.4068,0.7733,1
102,3916,4267,Democrat,Republican,-0.3665,0.3835,0.75,1
102,3916,4282,Democrat,Republican,-0.3665,0.1761,0.5426,2
102,3916,4298,Democrat,Republican,-0.3665,0.3645,0.731,3
102,3916,4336,Democrat,Republican,-0.3665,0.2758,0.6423,4
102,3916,4347,Democrat,Republican,-0.3665,0.3446,0.7111,4
102,3917,4210,Democrat,Republican,-0.3659,0.2205,0.5864,1
102,3917,4214,Democrat,Republican,-0.3659,0.1362,0.5021,1
102,3917,4254,Democrat,Republican,-0.3659,0.2245,0.5904,2
102,3917,4257,Democrat,Republican,-0.3659,0.2539,0.6198,3
102,3917,4288,Democrat,Republican,-0.3659,0.3714,0.7373,1
102,3917,4303,Democrat,Republican,-0.3659,0.238,0.6039,3
102,3918,4196,Democrat,Republican,-0.2865,0.293,0.5795,5
102,3918,4204,Democrat,Republican,-0.2865,0.2385,0.525,1
