congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
106,5650,5866,Democrat,Republican,-0.3011,0.3712,0.6723,2
106,5650,5899,Democrat,Republican,-0.3011,0.4337,0.7348,8
106,5650,5905,Democrat,Republican,-0.3011,0.3424,0.6435,1
106,5650,5926,Democrat,Republican,-0.3011,0.3456,0.6467,5
106,5650,5947,Democrat,Republican,-0.3011,0.3711,0.6722,2
106,5650,5950,Democrat,Republican,-0.3011,0.2835,0.5846,3
106,5650,5988,Democrat,Republican,-0.3011,0.434,0.7351,1
106,5650,5998,Democrat,Republican,-0.3011,0.3107,0.6118,1
106,5650,6000,Democrat,Republican,-0.3011,0.3153,0.6164,7
106,5650,6012,Democrat,Republican,-0.3011,0.4738,0.7749,2
106,5650,6028,Democrat,Republican,-0.3011,0.2824,0.5835,2
106,5651,5883,Democrat,Republican,-0.4126,0.4959,0.9085,1
106,5651,5926,Democrat,Republican,-0.4126,0.3456,0.7582,1
106,5651,5928,Democrat,Republican,-0.4126,0.4463,0.8589,5
106,5651,5986,Democrat,Republican,-0.4126,0.3742,0.7868,1
106,5651,6024,Democrat,Republican,-0.4126,0.403,0.8156,1
106,5652,5866,Democrat,Republican,-0.3867,0.3712,0.7579,5
106,5652,5889,Democrat,Republican,-0.3867,0.2079,0.5946,1
106,5652,5905,Democrat,Republican,-0.3867,0.3424,0.7291,2
106,5652,5913,Democrat,Republican,-0.3867,0.5532,0.9399,1
106,5652,5914,Democrat,Republican,-0.3867,0.4698,0.8565,3
106,5652,5916,Democrat,Republican,-0.3867,0.3424,0.7291,8
106,5652,5922,Democrat,Republican,-0.3867,0.4458,0.8325,3
106,5652,5959,Democrat,Republican,-0.3867,0.3863,0.773,2
106,5652,5986,Democrat,Republican,-0.3867,0.3742,0.7609,1
106,5652,5998,Democrat,Republican,-0.3867,0.3107,0.6974,6
106,5652,6005,Democrat,Republican,-0.3867,0.409,0.7957,2
106,5652,6029,Democrat,Republican,-0.3867,0.2374,0.6241,2
106,5652,6034,Democrat,Republican,-0.3867,0.3427,0.7294,2
106,5652,6045,Democrat,Republican,-0.3867,0.4407,0.8274,1
106,5652,6073,Democrat,Republican,-0.3867,0.4481,0.8348,1
106,5653,5869,Democrat,Republican,-0.4081,0.366,0.7741,7
106,5653,5889,Democrat,Republican,-0.4081,0.2079,0.616,2
106,5653,5892,Democrat,Republican,-0.4081,0.5001,0.9082,14
106,5653,5943,Democrat,Republican,-0.4081,0.4301,0.8382,1
106,5653,5954,Democrat,Republican,-0.4081,0.5093,0.9174,1
106,5653,5978,Democrat,Republican,-0.4081,0.4911,0.8992,1
106,5653,5997,Democrat,Republican,-0.4081,0.543,0.9511,2
106,5653,6019,Democrat,Republican,-0.4081,0.4156,0.8237,2
106,5653,6022,Democrat,Republican,-0.4081,0.4691,0.8772,2
106,5654,5862,Democrat,Republican,-0.2822,0.5503,0.8325,4
106,5654,5887,Democrat,Republican,-0.2822,0.3577,0.6399,5
106,5654,5888,Democrat,Republican,-0.2822,0.3482,0.6304,3
106,5654,5893,Democrat,Republican,-0.2822,0.2929,0.5751,4
106,5654,5907,Democrat,Republican,-0.2822,0.4127,0.6949,4
106,5654,5908,Democrat,Republican,-0.2822,0.1458,0.428,1
106,5654,5931,Democrat,Republican,-0.2822,0.3353,0.6175,3
106,5654,5950,Democrat,Republican,-0.2822,0.2835,0.5657,3
106,5654,5951,Democrat,Republican,-0.2822,0.4434,0.7256,1
106,5654,5956,Democrat,Republican,-0.2822,0.5141,0.7963,3
106,5654,5959,Democrat,Republican,-0.2822,0.3863,0.6685,1
106,5654,5979,Democrat,Republican,-0.2822,0.4535,0.7357,1
106,5654,5984,Democrat,Republican,-0.2822,0.4685,0.7507,3
106,5654,5997,Democrat,Republican,-0.2822,0.543,0.8252,1
106,5654,6008,Democrat,Republican,-0.2822,0.2746,0.5568,1
106,5654,6011,Democrat,Republican,-0.2822,0.4242,0.7064,3
106,5654,6015,Democrat,Republican,-0.2822,0.4769,0.7591,1
106,5654,6062,Democrat,Republican,-0.2822,0.5008,0.783,3
106,5654,6083,Democrat,Republican,-0.2822,0.5497,0.8319,5
106,5655,5900,Democrat,Republican,-0.4826,0.537,1.0196,1
106,5655,5908,Democrat,Republican,-0.4826,0.1458,0.6284,1
106,5655,5914,Democrat,Republican,-0.4826,0.4698,0.9524,2
106,5655,5917,Democrat,Republican,-0.4826,0.5082,0.9908,5
106,5655,5957,Democrat,Republican,-0.4826,0.4179,0.9005,1
106,5655,5975,Democrat,Republican,-0.4826,0.4738,0.9564,5
106,5655,6015,Democrat,Republican,-0.4826,0.4769,0.9595,1
106,5655,6078,Democrat,Republican,-0.4826,0.3422,0.8248,1
106,5656,5861,Democrat,Republican,-0.4756,0.5519,1.0275,1
106,5656,5869,Democrat,Republican,-0.4756,0.366,0.8416,1
106,5656,5928,Democrat,Republican,-0.4756,0.4463,0.9219,1
106,5656,5933,Democrat,Republican,-0.4756,0.4401,0.9157,4
106,5656,5934,Democrat,Republican,-0.4756,0.2032,0.6788,1
106,5656,5943,Democrat,Republican,-0.4756,0.4301,0.9057,1
106,5656,5951,Democrat,Republican,-0.4756,0.4434,0.919,2
106,5656,5962,Democrat,Republican,-0.4756,0.6363,1.1119,3
106,5656,5985,Democrat,Republican,-0.4756,0.5859,1.0615,3
106,5656,6031,Democrat,Republican,-0.4756,0.2699,0.7455,4
106,5656,6081,Democrat,Republican,-0.4756,0.5818,1.0574,5
106,5656,6083,Democrat,Republican,-0.4756,0.5497,1.0253,6
106,5657,5902,Democrat,Republican,-0.294,0.1828,0.4768,2
106,5657,5918,Democrat,Republican,-0.294,0.2464,0.5404,2
106,5657,5928,Democrat,Republican,-0.294,0.4463,0.7403,1
106,5657,5929,Democrat,Republican,-0.294,0.5457,0.8397,2
106,5657,5934,Democrat,Republican,-0.294,0.2032,0.4972,3
106,5657,5947,Democrat,Republican,-0.294,0.3711,0.6651,2
106,5657,6002,Democrat,Republican,-0.294,0.3682,0.6622,4
106,5657,6025,Democrat,Republican,-0.294,0.3989,0.6929,3
106,5657,6047,Democrat,Republican,-0.294,0.4302,0.7242,2
106,5657,6063,Democrat,Republican,-0.294,0.3942,0.6882,1
106,5658,5884,Democrat,Republican,-0.3994,0.283,0.6824,1
106,5658,5892,Democrat,Republican,-0.3994,0.5001,0.8995,6
106,5658,5920,Democrat,Republican,-0.3994,0.3223,0.7217,2
106,5658,5975,Democrat,Republican,-0.3994,0.4738,0.8732,1
106,5658,6006,Democrat,Republican,-0.3994,0.512,0.9114,4
106,5658,6012,Democrat,Republican,-0.3994,0.4738,0.8732,1
106,5658,6029,Democrat,Republican,-0.3994,0.2374,0.6368,6
106,5658,6035,Democrat,Republican,-0.3994,0.2902,0.6896,1
106,5659,5865,Democrat,Republican,-0.2572,0.3745,0.6317,1
106,5659,5866,Democrat,Republican,-0.2572,0.3712,0.6284,3
106,5659,5874,Democrat,Republican,-0.2572,0.3408,0.598,1
106,5659,5883,Democrat,Republican,-0.2572,0.4959,0.7531,2
106,5659,5891,Democrat,Republican,-0.2572,0.4077,0.6649,1
106,5659,5896,Democrat,Republican,-0.2572,0.5287,0.7859,5
106,5659,5902,Democrat,Republican,-0.2572,0.1828,0.44,1
106,5659,5909,Democrat,Republican,-0.2572,0.5938,0.851,3
106,5659,5913,Democrat,Republican,-0.2572,0.5532,0.8104,4
106,5659,5918,Democrat,Republican,-0.2572,0.2464,0.5036,1
106,5659,5951,Democrat,Republican,-0.2572,0.4434,0.7006,3
106,5659,5954,Democrat,Republican,-0.2572,0.5093,0.7665,1
106,5659,5967,Democrat,Republican,-0.2572,0.5134,0.7706,2
106,5659,5969,Democrat,Republican,-0.2572,0.4631,0.7203,1
106,5659,5984,Democrat,Republican,-0.2572,0.4685,0.7257,2
106,5659,5989,Democrat,Republican,-0.2572,0.4726,0.7298,4
106,5659,6026,Democrat,Republican,-0.2572,0.4414,0.6986,1
106,5659,6035,Democrat,Republican,-0.2572,0.2902,0.5474,3
106,5659,6065,Democrat,Republican,-0.2572,0.4476,0.7048,5
106,5660,5956,Democrat,Republican,-0.4622,0.5141,0.9763,2
106,5660,5959,Democrat,Republican,-0.4622,0.3863,0.8485,8
106,5660,5963,Democrat,Republican,-0.4622,0.4334,0.8956,4
106,5660,5967,Democrat,Republican,-0.4622,0.5134,0.9756,1
106,5660,5998,Democrat,Republican,-0.4622,0.3107,0.7729,2
106,5660,6004,Democrat,Republican,-0.4622,0.3763,0.8385,2
106,5660,6012,Democrat,Republican,-0.4622,0.4738,0.936,2
106,5660,6020,Democrat,Republican,-0.4622,0.5245,0.9867,4
106,5660,6035,Democrat,Republican,-0.4622,0.2902,0.7524,1
106,5660,6060,Democrat,Republican,-0.4622,0.4886,0.9508,6
106,5660,6063,Democrat,Republican,-0.4622,0.3942,0.8564,2
106,5661,5862,Democrat,Republican,-0.4005,0.5503,0.9508,5
106,5661,5880,Democrat,Republican,-0.4005,0.4615,0.862,3
106,5661,5884,Democrat,Republican,-0.4005,0.283,0.6835,3
