congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
97,1740,1989,Democrat,Republican,-0.0734,0.2134,0.2868,3
97,1740,1993,Democrat,Republican,-0.0734,0.4605,0.5339,3
97,1740,2006,Democrat,Republican,-0.0734,0.3288,0.4022,2
97,1740,2016,Democrat,Republican,-0.0734,0.2738,0.3472,2
97,1740,2018,Democrat,Republican,-0.0734,0.0295,0.1029,1
97,1740,2045,Democrat,Republican,-0.0734,0.189,0.2624,1
97,1740,2046,Democrat,Republican,-0.0734,0.4513,0.5247,3
97,1740,2049,Democrat,Republican,-0.0734,0.2557,0.3291,1
97,1740,2055,Democrat,Republican,-0.0734,0.1183,0.1917,2
97,1740,2066,Democrat,Republican,-0.0734,0.2213,0.2947,1
97,1740,2068,Democrat,Republican,-0.0734,0.2819,0.3553,5
97,1740,2069,Democrat,Republican,-0.0734,0.4921,0.5655,2
97,1740,2076,Democrat,Republican,-0.0734,0.2573,0.3307,7
97,1740,2079,Democrat,Republican,-0.0734,0.2812,0.3546,1
97,1740,2083,Democrat,Republican,-0.0734,0.1051,0.1785,1
97,1740,2092,Democrat,Republican,-0.0734,0.3406,0.414,3
97,1740,2093,Democrat,Republican,-0.0734,0.384,0.4574,1
97,1740,2098,Democrat,Republican,-0.0734,0.1553,0.2287,1
97,1740,2101,Democrat,Republican,-0.0734,0.3508,0.4242,1
97,1740,2102,Democrat,Republican,-0.0734,0.1782,0.2516,7
97,1740,2109,Democrat,Republican,-0.0734,0.2556,0.329,1
97,1740,2111,Democrat,Republican,-0.0734,0.2265,0.2999,1
97,1740,2114,Democrat,Republican,-0.0734,0.1647,0.2381,2
97,1740,2116,Democrat,Republican,-0.0734,0.2307,0.3041,2
97,1740,2131,Democrat,Republican,-0.0734,0.3592,0.4326,1
97,1740,2166,Democrat,Republican,-0.0734,0.163,0.2364,2
97,1740,2172,Democrat,Republican,-0.0734,0.2897,0.3631,2
97,1740,2173,Democrat,Republican,-0.0734,0.2568,0.3302,1
97,1741,1993,Democrat,Republican,-0.3457,0.4605,0.8062,1
97,1741,1996,Democrat,Republican,-0.3457,0.4445,0.7902,1
97,1741,2030,Democrat,Republican,-0.3457,0.2336,0.5793,8
97,1741,2033,Democrat,Republican,-0.3457,0.3643,0.71,1
97,1741,2034,Democrat,Republican,-0.3457,0.3682,0.7139,1
97,1741,2044,Democrat,Republican,-0.3457,0.3206,0.6663,3
97,1741,2057,Democrat,Republican,-0.3457,0.2357,0.5814,1
97,1741,2062,Democrat,Republican,-0.3457,0.2815,0.6272,1
97,1741,2088,Democrat,Republican,-0.3457,0.28,0.6257,6
97,1741,2112,Democrat,Republican,-0.3457,0.278,0.6237,2
97,1741,2115,Democrat,Republican,-0.3457,0.4,0.7457,1
97,1741,2151,Democrat,Republican,-0.3457,0.2763,0.622,3
97,1741,2155,Democrat,Republican,-0.3457,0.1299,0.4756,1
97,1741,2160,Democrat,Republican,-0.3457,0.3753,0.721,4
97,1741,2170,Democrat,Republican,-0.3457,0.363,0.7087,5
97,1742,1999,Democrat,Republican,-0.3553,0.278,0.6333,1
97,1742,2006,Democrat,Republican,-0.3553,0.3288,0.6841,1
97,1742,2010,Democrat,Republican,-0.3553,0.4266,0.7819,1
97,1742,2014,Democrat,Republican,-0.3553,0.1731,0.5284,1
97,1742,2016,Democrat,Republican,-0.3553,0.2738,0.6291,2
97,1742,2052,Democrat,Republican,-0.3553,0.1829,0.5382,2
97,1742,2055,Democrat,Republican,-0.3553,0.1183,0.4736,2
97,1742,2067,Democrat,Republican,-0.3553,-0.0292,0.3261,7
97,1742,2102,Democrat,Republican,-0.3553,0.1782,0.5335,5
97,1742,2107,Democrat,Republican,-0.3553,0.1784,0.5337,2
97,1742,2126,Democrat,Republican,-0.3553,0.3739,0.7292,6
97,1742,2157,Democrat,Republican,-0.3553,0.2493,0.6046,3
97,1743,1983,Democrat,Republican,-0.3195,0.2154,0.5349,1
97,1743,1987,Democrat,Republican,-0.3195,0.3979,0.7174,1
97,1743,2032,Democrat,Republican,-0.3195,0.1686,0.4881,7
97,1743,2052,Democrat,Republican,-0.3195,0.1829,0.5024,3
97,1743,2055,Democrat,Republican,-0.3195,0.1183,0.4378,1
97,1743,2066,Democrat,Republican,-0.3195,0.2213,0.5408,5
97,1743,2073,Democrat,Republican,-0.3195,0.312,0.6315,3
97,1743,2075,Democrat,Republican,-0.3195,0.2166,0.5361,1
97,1743,2098,Democrat,Republican,-0.3195,0.1553,0.4748,3
97,1743,2125,Democrat,Republican,-0.3195,0.303,0.6225,2
97,1743,2127,Democrat,Republican,-0.3195,0.1406,0.4601,1
97,1743,2131,Democrat,Republican,-0.3195,0.3592,0.6787,1
97,1743,2138,Democrat,Republican,-0.3195,0.5091,0.8286,2
97,1743,2150,Democrat,Republican,-0.3195,0.0782,0.3977,2
97,1743,2169,Democrat,Republican,-0.3195,0.2684,0.5879,3
97,1744,1990,Democrat,Republican,-0.1557,0.3583,0.514,4
97,1744,1995,Democrat,Republican,-0.1557,0.3474,0.5031,2
97,1744,1998,Democrat,Republican,-0.1557,0.1809,0.3366,1
97,1744,2004,Democrat,Republican,-0.1557,0.2584,0.4141,1
97,1744,2012,Democrat,Republican,-0.1557,0.197,0.3527,11
97,1744,2013,Democrat,Republican,-0.1557,0.1962,0.3519,2
97,1744,2022,Democrat,Republican,-0.1557,0.3374,0.4931,1
97,1744,2024,Democrat,Republican,-0.1557,0.1233,0.279,1
97,1744,2037,Democrat,Republican,-0.1557,0.353,0.5087,3
97,1744,2046,Democrat,Republican,-0.1557,0.4513,0.607,2
97,1744,2048,Democrat,Republican,-0.1557,0.2987,0.4544,4
97,1744,2049,Democrat,Republican,-0.1557,0.2557,0.4114,3
97,1744,2051,Democrat,Republican,-0.1557,0.4114,0.5671,1
97,1744,2059,Democrat,Republican,-0.1557,0.3354,0.4911,1
97,1744,2063,Democrat,Republican,-0.1557,0.3527,0.5084,1
97,1744,2076,Democrat,Republican,-0.1557,0.2573,0.413,2
97,1744,2082,Democrat,Republican,-0.1557,0.3812,0.5369,2
97,1744,2123,Democrat,Republican,-0.1557,0.2974,0.4531,2
97,1744,2126,Democrat,Republican,-0.1557,0.3739,0.5296,3
97,1744,2131,Democrat,Republican,-0.1557,0.3592,0.5149,1
97,1744,2135,Democrat,Republican,-0.1557,0.2522,0.4079,1
97,1744,2140,Democrat,Republican,-0.1557,0.1019,0.2576,1
97,1744,2143,Democrat,Republican,-0.1557,0.3234,0.4791,1
97,1744,2144,Democrat,Republican,-0.1557,0.3329,0.4886,5
97,1744,2147,Democrat,Republican,-0.1557,0.0839,0.2396,3
97,1744,2148,Democrat,Republican,-0.1557,0.1882,0.3439,1
97,1744,2152,Democrat,Republican,-0.1557,0.5243,0.68,1
97,1744,2161,Democrat,Republican,-0.1557,0.15,0.3057,1
97,1744,2166,Democrat,Republican,-0.1557,0.163,0.3187,1
97,1744,2168,Democrat,Republican,-0.1557,0.1302,0.2859,3
97,1745,2005,Democrat,Republican,-0.4691,0.0444,0.5135,1
97,1745,2021,Democrat,Republican,-0.4691,0.3081,0.7772,1
97,1745,2052,Democrat,Republican,-0.4691,0.1829,0.652,3
97,1745,2055,Democrat,Republican,-0.4691,0.1183,0.5874,2
97,1745,2079,Democrat,Republican,-0.4691,0.2812,0.7503,2
97,1745,2086,Democrat,Republican,-0.4691,0.1352,0.6043,2
97,1745,2107,Democrat,Republican,-0.4691,0.1784,0.6475,1
97,1745,2126,Democrat,Republican,-0.4691,0.3739,0.843,1
97,1745,2135,Democrat,Republican,-0.4691,0.2522,0.7213,2
97,1745,2168,Democrat,Republican,-0.4691,0.1302,0.5993,2
97,1746,1992,Democrat,Republican,-0.2942,0.4018,0.696,1
97,1746,2004,Democrat,Republican,-0.2942,0.2584,0.5526,2
97,1746,2006,Democrat,Republican,-0.2942,0.3288,0.623,1
97,1746,2011,Democrat,Republican,-0.2942,0.083,0.3772,1
97,1746,2013,Democrat,Republican,-0.2942,0.1962,0.4904,5
97,1746,2024,Democrat,Republican,-0.2942,0.1233,0.4175,13
97,1746,2034,Democrat,Republican,-0.2942,0.3682,0.6624,1
97,1746,2051,Democrat,Republican,-0.2942,0.4114,0.7056,5
97,1746,2054,Democrat,Republican,-0.2942,0.259,0.5532,2
97,1746,2067,Democrat,Republican,-0.2942,-0.0292,0.265,1
97,1746,2068,Democrat,Republican,-0.2942,0.2819,0.5761,1
97,1746,2101,Democrat,Republican,-0.2942,0.3508,0.645,3
97,1746,2103,Democrat,Republican,-0.2942,0.1826,0.4768,2
97,1746,2109,Democrat,Republican,-0.2942,0.2556,0.5498,1
97,1746,2111,Democrat,Republican,-0.2942,0.2265,0.5207,1
97,1746,2119,Democrat,Republican,-0.2942,-0.0459,0.2483,1
97,1746,2120,Democrat,Republican,-0.2942,0.2742,0.5684,1
97,1746,2122,Democrat,Republican,-0.2942,0.4059,0.7001,3
97,1746,2123,Democrat,Republican,-0.2942,0.2974,0.5916,3
97,1746,2143,Democrat,Republican,-0.2942,0.3234,0.6176,2
97,1746,2146,Democrat,Republican,-0.2942,0.5011,0.7953,4
97,1746,2157,Democrat,Republican,-0.2942,0.2493,0.5435,2
97,1747,1986,Democrat,Republican,-0.1837,0.3693,0.553,2
97,1747,1997,Democrat,Republican,-0.1837,0.2964,0.4801,1
97,1747,1998,Democrat,Republican,-0.1837,0.1809,0.3646,2
97,1747,2000,Democrat,Republican,-0.1837,0.1994,0.3831,2
97,1747,2003,Democrat,Republican,-0.1837,0.193,0.3767,1
97,1747,2019,Democrat,Republican,-0.1837,0.3858,0.5695,1
97,1747,2038,Democrat,Republican,-0.1837,0.2313,0.415,3
97,1747,2049,Democrat,Republican,-0.1837,0.2557,0.4394,2
97,1747,2050,Democrat,Republican,-0.1837,0.321,0.5047,2
97,1747,2053,Democrat,Republican,-0.1837,0.2112,0.3949,2
97,1747,2072,Democrat,Republican,-0.1837,0.4669,0.6506,3
97,1747,2079,Democrat,Republican,-0.1837,0.2812,0.4649,3
97,1747,2084,Democrat,Republican,-0.1837,-0.01,0.1737,1
97,1747,2086,Democrat,Republican,-0.1837,0.1352,0.3189,1
97,1747,2095,Democrat,Republican,-0.1837,0.4403,0.624,1
97,1747,2099,Democrat,Republican,-0.1837,0.0902,0.2739,1
97,1747,2105,Democrat,Republican,-0.1837,0.1394,0.3231,1
97,1747,2108,Democrat,Republican,-0.1837,0.3862,0.5699,4
97,1747,2120,Democrat,Republican,-0.1837,0.2742,0.4579,1
97,1747,2129,Democrat,Republican,-0.1837,0.3966,0.5803,2
97,1747,2132,Democrat,Republican,-0.1837,0.3026,0.4863,2
97,1747,2137,Democrat,Republican,-0.1837,0.3138,0.4975,1
97,1747,2144,Democrat,Republican,-0.1837,0.3329,0.5166,1
97,1747,2145,Democrat,Republican,-0.1837,0.2699,0.4536,1
97,1747,2146,Democrat,Republican,-0.1837,0.5011,0.6848,2
97,1747,2150,Democrat,Republican,-0.1837,0.0782,0.2619,2
97,1747,2151,Democrat,Republican,-0.1837,0.2763,0.46,1
97,1747,2154,Democrat,Republican,-0.1837,0.3311,0.5148,8
97,1748,1988,Democrat,Republican,-0.2548,0.3697,0.6245,1
97,1748,1994,Democrat,Republican,-0.2548,0.3956,0.6504,2
97,1748,1999,Democrat,Republican,-0.2548,0.278,0.5328,2
97,1748,2012,Democrat,Republican,-0.2548,0.197,0.4518,1
97,1748,2044,Democrat,Republican,-0.2548,0.3206,0.5754,4
97,1748,2055,Democrat,Republican,-0.2548,0.1183,0.3731,2
97,1748,2078,Democrat,Republican,-0.2548,0.4625,0.7173,1
97,1748,2086,Democrat,Republican,-0.2548,0.1352,0.39,1
97,1748,2087,Democrat,Republican,-0.2548,0.2314,0.4862,2
97,1748,2135,Democrat,Republican,-0.2548,0.2522,0.507,1
97,1748,2140,Democrat,Republican,-0.2548,0.1019,0.3567,3
97,1748,2141,Democrat,Republican,-0.2548,0.3222,0.577,2
97,1748,2150,Democrat,Republican,-0.2548,0.0782,0.333,5
97,1748,2166,Democrat,Republican,-0.2548,0.163,0.4178,1
97,1749,1991,Democrat,Republican,-0.3016,0.4081,0.7097,1
97,1749,2000,Democrat,Republican,-0.3016,0.1994,0.501,5
97,1749,2016,Democrat,Republican,-0.3016,0.2738,0.5754,2
97,1749,2017,Democrat,Republican,-0.3016,0.2643,0.5659,2
97,1749,2034,Democrat,Republican,-0.3016,0.3682,0.6698,2
97,1749,2041,Democrat,Republican,-0.3016,0.2062,0.5078,4
97,1749,2048,Democrat,Republican,-0.3016,0.2987,0.6003,2
97,1749,2052,Democrat,Republican,-0.3016,0.1829,0.4845,3
97,1749,2069,Democrat,Republican,-0.3016,0.4921,0.7937,3
97,1749,2083,Democrat,Republican,-0.3016,0.1051,0.4067,1
97,1749,2111,Democrat,Republican,-0.3016,0.2265,0.5281,1
97,1749,2140,Democrat,Republican,-0.3016,0.1019,0.4035,1
97,1749,2146,Democrat,Republican,-0.3016,0.5011,0.8027,5
97,1749,2171,Democrat,Republican,-0.3016,0.4333,0.7349,10
97,1750,1986,Democrat,Republican,-0.1798,0.3693,0.5491,1
97,1750,2003,Democrat,Republican,-0.1798,0.193,0.3728,2
97,1750,2009,Democrat,Republican,-0.1798,0.389,0.5688,2
97,1750,2025,Democrat,Republican,-0.1798,-0.1076,0.0722,2
97,1750,2037,Democrat,Republican,-0.1798,0.353,0.5328,1
97,1750,2053,Democrat,Republican,-0.1798,0.2112,0.391,3
97,1750,2072,Democrat,Republican,-0.1798,0.4669,0.6467,1
97,1750,2074,Democrat,Republican,-0.1798,0.3266,0.5064,1
97,1750,2084,Democrat,Republican,-0.1798,-0.01,0.1698,4
97,1750,2107,Democrat,Republican,-0.1798,0.1784,0.3582,4
97,1750,2130,Democrat,Republican,-0.1798,0.397,0.5768,1
97,1750,2136,Democrat,Republican,-0.1798,0.2226,0.4024,1
97,1750,2141,Democrat,Republican,-0.1798,0.3222,0.502,1
97,1750,2144,Democrat,Republican,-0.1798,0.3329,0.5127,1
97,1750,2151,Democrat,Republican,-0.1798,0.2763,0.4561,2
97,1751,2044,Democrat,Republican,-0.7355,0.3206,1.0561,4
