congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
109,6951,7205,Democrat,Republican,-0.5376,0.3131,0.8507,2
109,6951,7212,Democrat,Republican,-0.5376,0.436,0.9736,2
109,6951,7215,Democrat,Republican,-0.5376,0.4713,1.0089,1
109,6951,7263,Democrat,Republican,-0.5376,0.5048,1.0424,1
109,6951,7265,Democrat,Republican,-0.5376,0.4568,0.9944,4
109,6951,7273,Democrat,Republican,-0.5376,0.5514,1.089,8
109,6951,7274,Democrat,Republican,-0.5376,0.4497,0.9873,1
109,6951,7368,Democrat,Republican,-0.5376,0.4278,0.9654,1
109,6951,7375,Democrat,Republican,-0.5376,0.5123,1.0499,4
109,6952,7163,Democrat,Republican,-0.3073,0.5193,0.8266,2
109,6952,7165,Democrat,Republican,-0.3073,0.4032,0.7105,2
109,6952,7200,Democrat,Republican,-0.3073,0.3369,0.6442,1
109,6952,7207,Democrat,Republican,-0.3073,0.4953,0.8026,3
109,6952,7209,Democrat,Republican,-0.3073,0.3557,0.663,2
109,6952,7243,Democrat,Republican,-0.3073,0.3932,0.7005,1
109,6952,7245,Democrat,Republican,-0.3073,0.5329,0.8402,1
109,6952,7255,Democrat,Republican,-0.3073,0.5347,0.842,4
109,6952,7259,Democrat,Republican,-0.3073,0.4174,0.7247,6
109,6952,7285,Democrat,Republican,-0.3073,0.5825,0.8898,2
109,6952,7291,Democrat,Republican,-0.3073,0.2041,0.5114,5
109,6952,7303,Democrat,Republican,-0.3073,0.4289,0.7362,1
109,6952,7311,Democrat,Republican,-0.3073,0.4295,0.7368,1
109,6952,7324,Democrat,Republican,-0.3073,0.492,0.7993,2
109,6952,7340,Democrat,Republican,-0.3073,0.579,0.8863,2
109,6952,7376,Democrat,Republican,-0.3073,0.6475,0.9548,3
109,6953,7201,Democrat,Republican,-0.5498,0.4826,1.0324,1
109,6953,7235,Democrat,Republican,-0.5498,0.4135,0.9633,1
109,6953,7245,Democrat,Republican,-0.5498,0.5329,1.0827,3
109,6953,7302,Democrat,Republican,-0.5498,0.4237,0.9735,1
109,6953,7310,Democrat,Republican,-0.5498,0.3825,0.9323,4
109,6953,7326,Democrat,Republican,-0.5498,0.5337,1.0835,1
109,6953,7344,Democrat,Republican,-0.5498,0.3881,0.9379,4
