congress,member_a,member_b,party_a,party_b,nominate_a,nominate_b,distance,weight
115,9559,9764,Democrat,Republican,-0.4788,0.5609,1.0397,1
115,9559,9802,Democrat,Republican,-0.4788,0.5778,1.0566,6
115,9559,9862,Democrat,Republican,-0.4788,0.5749,1.0537,1
115,9559,9892,Democrat,Republican,-0.4788,0.617,1.0958,1
115,9559,9897,Democrat,Republican,-0.4788,0.4879,0.9667,1
115,9559,9960,Democrat,Republican,-0.4788,0.5705,1.0493,1
115,9560,9811,Democrat,Republican,-0.4585,0.4765,0.935,2
115,9560,9850,Democrat,Republican,-0.4585,0.5951,1.0536,3
115,9560,9946,Democrat,Republican,-0.4585,0.3607,0.8192,1
115,9560,9956,Democrat,Republican,-0.4585,0.5962,1.0547,1
115,9560,9961,Democrat,Republican,-0.4585,0.4283,0.8868,1
115,9560,9962,Democrat,Republican,-0.4585,0.4555,0.914,2
115,9560,9972,Democrat,Republican,-0.4585,0.5966,1.0551,1
115,9561,9800,Democrat,Republican,-0.457,0.4176,0.8746,3
115,9561,9804,Democrat,Republican,-0.457,0.4335,0.8905,5
115,9561,9824,Democrat,Republican,-0.457,0.4864,0.9434,1
115,9561,9837,Democrat,Republican,-0.457,0.6274,1.0844,3
115,9561,9850,Democrat,Republican,-0.457,0.5951,1.0521,1
115,9561,9906,Democrat,Republican,-0.457,0.4105,0.8675,3
115,9561,9919,Democrat,Republican,-0.457,0.5122,0.9692,4
115,9561,9966,Democrat,Republican,-0.457,0.5776,1.0346,3
115,9562,9825,Democrat,Republican,-0.4983,0.5133,1.0116,6
115,9562,9861,Democrat,Republican,-0.4983,0.5875,1.0858,1
115,9562,9886,Democrat,Republican,-0.4983,0.426,0.9243,2
115,9562,9917,Democrat,Republican,-0.4983,0.655,1.1533,7
115,9563,9771,Democrat,Republican,-0.3814,0.1574,0.5388,4
115,9563,9835,Democrat,Republican,-0.3814,0.7357,1.1171,1
115,9563,9855,Democrat,Republican,-0.3814,0.4759,0.8573,3
115,9563,9870,Democrat,Republican,-0.3814,0.5004,0.8818,2
